title,type,portal_title,parent_and_id_1,parent_and_id_2,parent_and_id_3,parent_and_id_4,url,begin,rs,associated_rs,wikidata,hosting,technology,api,api_list_children,dcat_ap_de,last_check
Hattingen,municipality,Stadt Hattingen,opendata.ruhr|hattingen,geoportal.de|StadtHattingen,,,https://www.o-sp.de/hattingen/opendata.php,,059540016016,,Q4082,,,,,,2023-05-23
Heerlen,municipality,Heerlen,offenedaten.aachen.de|gemeinde-heerlen,,,,https://www.heerlen.nl,,,,Q9799,,,,,,2023-02-05
Heideland-Elstertal-Schkölen,collectiveMunicipality,Verwaltungsgemeinschaft Heideland-Elstertal-Schkölen,geoportal.de|VerwaltungsgemeinschaftHeidelandElstertalSchklen,,,,,,160745005,,Q884096,,,,,,2023-09-19
Heidelberg,municipality,Stadt Heidelberg,www.daten-bw.de|stadt-heidelberg,www.mobidata-bw.de|stadt-heidelberg,,,,,082210000000,,Q2966,,,,,,2023-09-09
Heilbad Heiligenstadt,municipality,Stadt Heilbad Heiligenstadt,geoportal.de|StadtHeilbadHeiligenstadt,geoportal.de|HeilbadHeiligenstadt,,,,,160610045045,,Q564765,,,,,,2023-08-13
Heilbronn,municipality,Heilbronn,www.daten-bw.de|stadt-heilbronn,ckan.govdata.de|stadt-heilbronn,www.mobidata-bw.de|stadt-heilbronn,,https://opendata.heilbronn.de,2020-12-20,081210000000,,Q715,Stadt Köln,DKAN,https://opendata.heilbronn.de/api/3/action/package_list,https://opendata.heilbronn.de/api/3/action/group_list,https://opendata.heilbronn.de/catalog.xml,2023-09-09
Heiligenhaus,municipality,Stadt Heiligenhaus,geoportal.de|StadtHeiligenhaus,,,,https://www.o-sp.de/heiligenhaus/opendata,,051580012012,,Q161673,,,,,,2023-05-23
Heimbach,municipality,Heimbach (Eifel),offenedaten.kdvz-frechen.de|heimbach,geoportal.de|StadtHeimbach,offenedaten.kdvz.nrw|heimbach,,http://offenedaten.kdvz-frechen.de/group/heimbach,2016-11-08,053580012012,,Q200138,Stadt Köln,DKAN,,,,2023-08-27
Helbedündorf,municipality,Gemeinde Helbedündorf,geoportal.de|GemeindeHelbedndorf,,,,,,160650032032,,Q627863,,,,,,2023-09-09
Heldburger Unterland,collectiveMunicipality,Verwaltungsgemeinschaft Heldburger Unterland,geoportal.de|VerwaltungsgemeinschaftHeldburgerUnterland,,,,,,160695004,,Q882178,,,,,,2023-09-19
Hellenthal,municipality,Gemeinde Hellenthal,geoportal.de|GemeindeHellenthal,,,,,,053660020020,,Q240964,,,,,,2023-09-09
Herbsleben,municipality,Gemeinde Herbsleben,geoportal.de|GemeindeHerbsleben,,,,,,160645051022,,Q668972,,,,,,2023-09-09
Herford,district,Kreis Herford,geoportal.de|KreisHerford,,,,,,05758,,Q6234,,,,,,2023-07-28
Heringen/Helme,municipality,Stadt Heringen/Helme,geoportal.de|StadtHeringenHelme,,,,,,160625053064,,Q167528,,,,,,2023-08-13
Hermeskeil,collectiveMunicipality,Verbandsgemeinde Hermeskeil,daten.rlp.de|verbandsgemeinde_hermeskeil,,,,,,072355001,,Q545759,,,,,,2023-07-18
Hermsdorf,collectiveMunicipality,Verwaltungsgemeinschaft Hermsdorf,geoportal.de|VerwaltungsgemeinschaftHermsdorf,,,,,,160745014,,Q780282,,,,,,2023-09-19
Herne,municipality,Stadt Herne,opendata.ruhr|herne,geoportal.de|StadtHerne,,,https://opendata.herne.de/,,059160000000,,Q2904,,GeoNetwork,https://opendata.herne.de/katalogopendata/doc/api/index.html,,,2023-05-23
Herrenberg,municipality,Stadt Herrenberg,mcloud.de|StadtHerrenberg,,,,,,081155003021,,Q16100,,,,,,2023-08-13
Herten,municipality,Herten,opendata.ruhr|herten,,,,,,055620020020,,Q3985,,,,,,2023-08-16
Herzogenrath,municipality,Stadt Herzogenrath,offenedaten.aachen.de|stadt-herzogenrath,,,,,,053340016016,,Q6916,,,,,,2023-08-13
Herzogtum Lauenburg,district,Kreis Herzogtum Lauenburg,opendata.schleswig-holstein.de|kreis-herzogtum-lauenburg,,,,,,01053,,Q3000,,,,,,2023-05-09
Hessisches Landesamt für Bodenmanagement und Geoinformation,stateAgency,Hessisches Landesamt für Bodenmanagement und Geoinformation,geoportal.de|HessischesLandesamtfrBodenmanagementundGeoinformation,geoportal.de|HessischeVerwaltungfrBodenmanagementundGeoinformation,,,,,,06,Q1606979,,,,,,2023-10-12
Hildburghausen,district,Landratsamt Hildburghausen,geoportal.de|LandratsamtHildburghausen,,,,,,16069,,,,,,,,2023-07-26
Hildburghausen,municipality,Stadt Hildburghausen,geoportal.de|StadtHildburghausen,,,,,,160690024024,,Q504348,,,,,,2023-08-13
Hilden,municipality,Stadt Hilden,geoportal.de|StadtHilden,,,,,,051580016016,,Q4094,,,,,,2023-05-23
Hirschberg,municipality,Stadt Hirschberg,geoportal.de|StadtHirschberg,,,,,,160750046046,,Q630383,,,,,,2023-08-17
Hochsauerlandkreis,district,Hochsauerlandkreis,geoportal.de|Hochsauerlandkreis,,,,http://www.hochsauerlandkreis.de/buergerservice/bauen_wohnen_kataster/geo_service/OpenData/,,05958,,Q5946,,Website,,,,2023-07-15
Hochscheid,municipality,Ortsgemeinde Hochscheid,daten.rlp.de|ortsgemeinde_hochscheid,,,,,,072315001056,,Q432047,,,,,,2023-07-19
Hochtaunuskreis,district,Hochtaunuskreis,geoportal.de|Hochtaunuskreis,,,,,,06434,,Q7908,,,,,,2023-07-26
Hofheim am Taunus,municipality,Kreisstadt Hofheim am Taunus,geoportal.de|KreisstadtHofheimamTaunus,,,,,,064360007007,,Q14896,,,,,,2023-08-17
Hohe Rhön,collectiveMunicipality,Verwaltungsgemeinschaft Hohe Rhön,geoportal.de|VerwaltungsgemeinschaftHoheRhn,,,,,,160665005,,Q637144,,,,,,2023-09-19
Hohenleimbach,municipality,Ortsgemeinde Hohenleimbach,daten.rlp.de|ortsgemeinde_hohenleimbach,,,,https://daten.rlp.de/organization/ortsgemeinde_hohenleimbach,,071315004206,,Q562916,,,,,,2023-05-23
Holzwickede,municipality,Gemeinde Holzwickede,opendata.ruhr|holzwickede,geoportal.de|GemeindeHolzwickede,,,https://www.holzwickede.de/seite/307793/open-data.html,,059780016016,,Q10941,,,,,,2023-05-23
Hörsel,municipality,Gemeinde Hörsel,geoportal.de|GemeindeHrsel,,,,,,160670088088,,Q279230,,,,,,2023-09-09
Hürtgenwald,municipality,Hürtgenwald,offenedaten.kdvz-frechen.de|hürtgenwald,offenedaten.kdvz.nrw|hürtgenwald,,,http://offenedaten.kdvz-frechen.de/group/h%C3%BCrtgenwald,2016-11-08,053580016016,,Q199974,Stadt Köln,DKAN,,,,2023-08-27
Hürth,municipality,Stadt Hürth,geoportal.de|StadtHrth,,,,https://www.o-sp.de/huerth/opendata.php,,053620028028,,Q4060,,,,,,2023-05-23
IG NRW,stateAgency,IG NRW,open.nrw|ig_nrw,,,,,,,05,,,,,,,2023-08-16
Ilm-Kreis,district,Landratsamt Ilm-Kreis,geoportal.de|LandratsamtIlmKreis,geoportal.de|LandkreisIlmKreis,,,,,16070,,Q7878,,,,,,2023-07-27
Ilmenau,municipality,Stadt Ilmenau,geoportal.de|StadtIlmenau,,,,,,160700029029,,Q205929,,,,,,2023-08-13
Ilmtal-Weinstraße,municipality,Gemeinde Ilmtal-Weinstraße,geoportal.de|GemeindeIlmtalWeinstrae,,,,,,160710101101,,Q15403584,,,,,,2023-09-09
Information und Technik Nordrhein-Westfalen,stateAgency,Information und Technik Nordrhein-Westfalen,geoportal.de|InformationundTechnikNordrheinWestfalen,,,,,,,05,Q1802131,,,,,,2023-08-16
Informationstechnikzentrum Bund,federalAgency,ITZ-Bund,http://dcat-ap.de/def/contributors/itzBund,geoportal.de|InformationstechnikzentrumBundITZBund,geoportal.de|ITZBundInformationstechnikzentrumBundPoststelle,,,,,,Q23786362,,,,,,2023-08-17
Iserlohn,municipality,Stadt Iserlohn,geoportal.de|StadtIserlohn,,,,,,059620024024,,Q1130,,,,,,2023-05-23
Issum,municipality,Gemeinde Issum,geoportal.de|GemeindeIssum,,,,,,051540020020,,Q243337,,,,,,2023-09-09
Itzehoe,municipality,Stadt Itzehoe,opendata.schleswig-holstein.de|itzehoe,,,,,,010610046046,,Q16073,,,,,,2023-10-12
Jena,municipality,Stadtverwaltung Jena,geoportal.de|StadtverwaltungJena,,,,https://opendata.jena.de/,2016-12-20,160530000000,,Q3150,IT-Service - Kommunale Immobilien Jena,CKAN,https://opendata.jena.de/api/3/action/package_list,https://opendata.jena.de/api/3/action/organization_list,,2023-08-11
Jockgrim,collectiveMunicipality,Verbandsgemeinde Jockgrim,daten.rlp.de|verbandsgemeinde_jockgrim,,,,https://daten.rlp.de/organization/verbandsgemeinde_jockgrim,,073345003,,Q516953,,,,,,2023-05-14
Jugendring der Stadt Duisburg e.V.,municipalityAgency,Jugendring der Stadt Duisburg e.V.,geoportal.de|JugendringderStadtDuisburgeV,,,,,,,051120000000,,,,,,,2023-05-21
Jüchen,municipality,Stadt Jüchen,geoportal.de|StadtJchen,,,,https://www.o-sp.de/juechen/opendata.php,,051620012012,,Q255416,,,,,,2023-05-23
Jülich,municipality,Jülich,offenedaten.kdvz-frechen.de|jülich,offenedaten.kdvz.nrw|jülich,,,http://offenedaten.kdvz-frechen.de/group/j%C3%BClich,2016-11-08,053580024024,,Q16045,Stadt Köln,DKAN,,,,2023-08-27
Kahla,municipality,Stadt Kahla,geoportal.de|StadtKahla,,,,,,160740044044,,Q550808,,,,,,2023-08-13
Kaiserslautern,municipality,Stadt Kaiserslautern,daten.rlp.de|stadt_kaiserslautern,,,,,,073120000000,,Q3758,,,,,,2023-07-19
Kalkar,municipality,Stadt Kalkar,geoportal.de|StadtKalkar,,,,,,051540024024,,Q243554,,,,,,2023-08-13
Kall,municipality,Kall,offenedaten.kdvz-frechen.de|kall,offenedaten.kdvz.nrw|kall,,,http://offenedaten.kdvz-frechen.de/group/kall,2016-11-08,053660024024,,Q240887,Stadt Köln,DKAN,,,,2023-08-27
Karlsruhe,municipality,Stadt Karlsruhe,www.mobidata-bw.de|stadt-karlsruhe,www.daten-bw.de|stadt-karlsruhe,,,https://transparenz.karlsruhe.de/,2016-07-14,082120000000,,Q1040,Stadt Karlsruhe,CKAN,https://transparenz.karlsruhe.de/api/3/action/package_list,https://transparenz.karlsruhe.de/api/3/action/organization_list,,2023-09-30
Kastellaun,collectiveMunicipality,Verbandsgemeide Kastellaun,daten.rlp.de|verbandsgemeinde_kastellaun,,,,https://daten.rlp.de/organization/verbandsgemeinde_kastellaun,,071405003,,Q560240,,,,,,2023-05-23
Kaulsdorf,collectiveMunicipality,Gemeinde Kaulsdorf und der beauftragenden Gemeinden,geoportal.de|GemeindeKaulsdorfundderbeauftragendenGemeinden,,,,,,160735051,,Q559705,,,,,,2023-08-14
Kempenich,municipality,Ortsgemeinde Kempenich,daten.rlp.de|ortsgemeinde_kempenich,,,,https://daten.rlp.de/organization/ortsgemeinde_kempenich,,071315004502,,Q563845,,,,,,2023-05-23
Kerken,municipality,Gemeinde Kerken,geoportal.de|GemeindeKerken,,,,,,051540028028,,Q243301,,,,,,2023-09-09
Kerpen,municipality,Kerpen,offenedaten.kdvz-frechen.de|kerpen,offenedaten.kdvz.nrw|kerpen,,,http://offenedaten.kdvz-frechen.de/group/kerpen,2016-11-08,053620032032,,Q3959,Stadt Köln,DKAN,,,,2023-08-27
Kesten,municipality,Ortsgemeinde Kesten,daten.rlp.de|ortsgemeinde_kesten,,,,,,072315001066,,Q569300,,,,,,2023-07-19
Kevelaer,municipality,Wallfahrtsstadt Kevelaer,geoportal.de|WallfahrtsstadtKevelaer,,,,,,051540032032,,Q243526,,,,,,2023-08-17
Kiel,municipality,Landeshauptstadt Kiel,opendata.schleswig-holstein.de|landeshauptstadt-kiel,mcloud.de|OpenDataSchleswigHolsteinLandeshauptstadtKiel,,,https://opendata.schleswig-holstein.de/organization/landeshauptstadt-kiel,,010020000000,,Q1707,Dataport,CKAN,,,,2023-08-11
Kindelbrück,collectiveMunicipality,Verwaltungsgemeinschaft Kindelbrück,geoportal.de|VerwaltungsgemeinschaftKindelbrck,,,,,,160685005,,Q879541,,,,,,2023-09-19
Kirchberg,collectiveMunicipality,Verbandsgemeide Kirchberg,daten.rlp.de|verbandsgemeinde_kirchberg,,,,https://daten.rlp.de/organization/verbandsgemeinde_kirchberg,,071405004,,Q559333,,,,,,2023-05-23
Kleinich,municipality,Ortsgemeinde Kleinich,daten.rlp.de|ortsgemeinde_kleinich,,,,,,072315001070,,Q543401,,,,,,2023-07-19
Kleve,district,Kreis Kleve,www.offenesdatenportal.de|kreis-kleve,geoportal.de|KreisKleve,,,https://www.offenesdatenportal.de/organization/kreis-kleve,,05154,,Q6246,KRZN,CKAN,https://www.offenesdatenportal.de/api/3/action/organization_activity_list?id=kreis-kleve,,,2023-05-23
Kleve,municipality,Stadt Kleve,www.offenesdatenportal.de|stadt-kleve,,,,https://www.offenesdatenportal.de/organization/stadt-kleve,,051540036036,,Q6842,KRZN,CKAN,https://www.offenesdatenportal.de/api/3/action/organization_activity_list?id=stadt-kleve,,,2023-05-23
Kollweiler,municipality,Ortsgemeinde Kollweiler,daten.rlp.de|ortsgemeinde_kollweiler,,,,https://daten.rlp.de/organization/ortsgemeinde_kollweiler,,073355009019,,Q652106,,,,,,2023-05-23
Kommen,municipality,Ortsgemeinde Kommen,daten.rlp.de|ortsgemeinde_kommen,,,,,,072315001071,,Q565849,,,,,,2023-07-19
Konstanz,municipality,Stadt Konstanz,www.daten-bw.de|stadt-konstanz,www.mobidata-bw.de|stadt-konstanz,,,https://offenedaten-konstanz.de/,2019-04-09,083355004043,,Q3834,Stadt Köln,DKAN,https://offenedaten-konstanz.de/api/3/action/package_list,https://offenedaten-konstanz.de/api/3/action/group_list,https://offenedaten-konstanz.de/catalog.xml,2023-09-09
Konz,collectiveMunicipality,Verbandsgemeinde Konz,daten.rlp.de|verbandsgemeinde_konz,,,,,,072355003,,Q559360,,,,,,2023-09-19
Koordinierungsstelle GDI-FHB,stateAgency,Landesamt GeoInformation Bremen， Koordinierungsstelle GDI-FHB,geoportal.de|LandesamtGeoInformationBremenKoordinierungsstelleGDIFHB,,,,,,,04,,,,,,,2023-08-15
Kraftfahrt-Bundesamt,federalAgency,Kraftfahrt-Bundesamt (KBA),mcloud.de|KraftfahrtBundesamtKBA,,,,,,,,Q1423161,,,,,,2023-08-12
Kraftsdorf,municipality,Gemeinde Kraftsdorf,geoportal.de|GemeindeKraftsdorf,,,,,,160760089089,,Q630313,,,,,,2023-09-09
Kranenburg,municipality,Gemeinde Kranenburg,geoportal.de|GemeindeKranenburg,,,,,,051540040040,,Q243266,,,,,,2023-09-09
Krefeld,municipality,Stadt Krefeld,www.offenesdatenportal.de|krefeld,mcloud.de|StadtKrefeld,,,https://www.offenesdatenportal.de/organization/krefeld,2016-01-13,051140000000,,Q2805,KRZN,CKAN,https://www.offenesdatenportal.de/api/3/action/organization_activity_list?id=krefeld,,,2023-05-23
Kreisarchiv Stormarn,districtAgency,Kreisarchiv Stormarn,opendata.schleswig-holstein.de|kreisarchiv-stormarn,,,,,,,01062,Q28735056,,,,,,2023-05-09
Kreuzau,municipality,Kreuzau,offenedaten.kdvz-frechen.de|kreuzau,offenedaten.kdvz.nrw|kreuzau,,,http://offenedaten.kdvz-frechen.de/group/kreuzau,2016-11-08,053580028028,,Q199988,Stadt Köln,DKAN,,,,2023-08-27
Kyffhäuserkreis,district,Landratsamt Kyffhäuserkreis,geoportal.de|LandratsamtKyffhuserkreis,,,,,,16065,,Q7862,,,,,,2023-07-28
Kyffhäuserland,municipality,Gemeinde Kyffhäuserland,geoportal.de|GemeindeKyffhuserland,,,,,,160650085085,,Q1795003,,,,,,2023-09-09
Kölleda,municipality,Stadt Kölleda,geoportal.de|StadtKlleda,,,,,,160680034034,,Q539554,,,,,,2023-08-13
Kölleda,collectiveMunicipality,Verwaltungsgemeinschaft Kölleda,geoportal.de|VerwaltungsgemeinschaftKlleda,,,,,,160685006,,Q879870,,,,,,2023-09-19
Köln,municipality,Köln,open.nrw|koeln,geoportal.de|StadtKln,mcloud.de|OpenNRWKln,,http://offenedaten-koeln.de/,2012,053150000000,,Q365,Stadt Köln,DKAN,https://offenedaten-koeln.de/api/3/action/package_list,https://offenedaten-koeln.de/api/3/action/group_list,https://offenedaten-koeln.de/catalog.xml,2023-08-11
Königsfeld,municipality,Ortsgemeinde Königsfeld,daten.rlp.de|ortsgemeinde_koenigsfeld,,,,https://daten.rlp.de/organization/ortsgemeinde_koenigsfeld,,071315004041,,Q675574,,,,,,2023-05-23
Lambsheim,municipality,Ortsgemeinde Lambsheim,daten.rlp.de|ortsgemeinde_lambsheim,,,,,,073385006016,,Q22961,,,,,,2023-07-18
Landau in der Pfalz - Stadtbauamt,municipalityAgency,Stadt Landau - Stadtbauamt,daten.rlp.de|stadt_landau,,,,https://daten.rlp.de/organization/stadt_landau,,,073130000000,Q7052,,,,,,2023-07-18
Landesamt für Denkmalpflege Schleswig-Holstein,stateAgency,Landesamt für Denkmalpflege,opendata.schleswig-holstein.de|landesamt-fur-denkmalpflege,,,,https://opendata.schleswig-holstein.de/organization/landesamt-fur-denkmalpflege,,,01,Q17124210,,,,,,2023-03-04
Landesamt für Landwirtschaft und nachhaltige Landentwicklung,stateAgency,Landesamt für Landwirtschaft und nachhaltige Landentwicklung,opendata.schleswig-holstein.de|llnl,,,,,,,01,Q118695656,,,,,,2023-08-15
Landesamt für Landwirtschaft， Umwelt und ländliche Räume,stateAgency,Landesamt für Landwirtschaft， Umwelt und ländliche Räume (LLUR),opendata.schleswig-holstein.de|llur,,,,https://opendata.schleswig-holstein.de/organization/llur,,,01,Q1802059,,,,,,2023-03-04
Landesamt für Natur， Umwelt und Verbraucherschutz Nordrhein-Westfalen,stateAgency,Landesamt für Natur， Umwelt und Verbraucherschutz Nordrhein-Westfalen,geoportal.de|LandesamtfrNaturUmweltundVerbraucherschutzNordrheinWestfalen,,,,,,,05,Q1315485,,,,,,2023-08-16
Landesamt für soziale Dienste,stateAgency,Landesamt für soziale Dienste,opendata.schleswig-holstein.de|landesamt-fur-soziale-dienste,,,,https://opendata.schleswig-holstein.de/organization/landesamt-fur-soziale-dienste,,,01,Q1802073,,,,,,2023-03-04
Landesamt für Umwelt,stateAgency,Landesamt für Umwelt,opendata.schleswig-holstein.de|lfu,geoportal.de|LandesamtfrUmweltdesLandesSchleswigHolsteinLfU,mcloud.de|OpenDataSchleswigHolsteinLandesamtfrUmwelt,,,,,01,Q118695658,,,,,,2023-07-17
Landesamt für Umwelt， Landwirtschaft und Geologie,stateAgency,Sächsisches Landesamt für Umwelt， Landwirtschaft und Geologie,geoportal.de|SchsischesLandesamtfrUmweltLandwirtschaftundGeologie,,,,,,,14,Q1802061,,,,,,2023-07-24
Landesamt für Vermessung und Geobasisinformation Rheinland-Pfalz,stateAgency,Landesamt für Vermessung und Geobasisinformationen,daten.rlp.de|landesamt_fuer_vermessung_und_geobasisinformationen,,,,,,,07,Q1802069,,,,,,2023-05-14
Landesamt für Vermessung und Geoinformation Schleswig-Holstein,stateAgency,Landesamt für Vermessung und Geoinformation Schleswig-Holstein,opendata.schleswig-holstein.de|lvermgeo,geoportal.de|LandesamtfrVermessungundGeoinformationSchleswigHolstein,mcloud.de|OpenDataSchleswigHolsteinLandesamtfrVermessungundGeoinformationSchleswigHolstein,,,,,01,Q23786349,,,,,,2023-05-16
"Landesamt für Vermessung, Geoinformation und Landentwicklung Saarland",stateAgency,LVGL-Saarland,geoportal.de|LVGLSaarland,,,,,,,10,Q93384886,,,,,,2023-10-12
Landesamt für Zuwanderung und Flüchtlinge,stateAgency,Landesamt für Zuwanderung und Flüchtlinge,opendata.schleswig-holstein.de|lazuf,,,,,,,01,Q107632663,,,,,,2023-08-15
Landesarchiv Schleswig-Holstein,stateAgency,Landesarchiv,opendata.schleswig-holstein.de|landesarchiv,,,,,,,01,Q1710818,,,,,,2023-07-18
Landesbehörden,stateAgency,Landesbehörden,open.nrw|landesbehoerden,mcloud.de|OpenNRWLandesbehrden,,,,,,05,,,,,,,2023-07-24
Landesbehörden NRW,stateAgency,Landesbehörden NRW,opendata.stadt-muenster.de|landesbehörden-nrw,,,,,,,05,,,,,,,2023-08-16
Landesbetrieb für Küstenschutz， Nationalpark und Meeresschutz Schleswig-Holstein,stateAgency,Landesbetrieb für Küstenschutz， Nationalpark und Meeresschutz Schleswig-Holstein,geoportal.de|LandesbetriebfrKstenschutzNationalparkundMeeresschutzSchleswigHolstein,,,,,,,01,Q1785301,,,,,,2023-08-15
Landesbetrieb Geoinformation und Vermessung,stateAgency,HMDKLGV,suche.transparenz.hamburg.de|hmdklgv,geoportal.de|LandesbetriebGeoinformationundVermessungLGVHamburg,,,https://metaver.de/freitextsuche?rstart=0&currentSelectorPage=1&f=type:opendata;provider:hh;,,,02,Q93384739,,,,,,2023-04-11
Landesbetrieb Mobilität Rheinland-Pfalz,stateAgency,Landesbetrieb Mobilität Rheinland-Pfalz,daten.rlp.de|lbm_zentrale,mcloud.de|GovDataLandesbetriebMobilittRheinlandPfalz,,,,,,07,Q1802132,,,,,,2023-07-18
Landesbetrieb Straßenbau und Verkehr Schleswig-Holstein,stateAgency,Landesbetrieb Straßenbau und Verkehr Schleswig-Holstein (LBV.SH),opendata.schleswig-holstein.de|lbv,mcloud.de|OpenDataSchleswigHolsteinLandesbetriebStraenbauundVerkehrSchleswigHolsteinLBVSH,,,,,,01,,,,,,,2023-08-15
Landesbetrieb Wald und Holz NRW,stateAgency,Landesbetrieb Wald und Holz Nordrhein-Westfalen,geoportal.de|LandesbetriebWaldundHolzNordrheinWestfalen,,,,,,,05,Q1286885,,,,,,2023-08-16
Landesbibliothekszentrum Rheinland-Pfalz,stateAgency,Landesbibliothekszentrum Rheinland-Pfalz,daten.rlp.de|lbz,,,,,,,07,Q1802141,,,,,,2023-07-19
Landeskriminalamt Schleswig-Holstein,stateAgency,Landeskriminalamt Schleswig-Holstein,opendata.schleswig-holstein.de|landeskriminalamt-schleswig-holstein,,,,,,,01,Q1802342,,,,,,2023-07-17
Landesmeldestelle Schleswig-Holstein,stateAgency,Landesmeldestelle Schleswig-Holstein,opendata.schleswig-holstein.de|landesmeldestelle,,,,https://opendata.schleswig-holstein.de/organization/landesmeldestelle,,,01,,,,,,,2023-03-04
Landesvermessung und Geobasisinformation Brandenburg,stateAgency,Landesvermessung und Geobasisinformation Brandenburg (LGB),geoportal.de|LandesvermessungundGeobasisinformationBrandenburgLGB,,,,,,,12,Q1802711,,,,,,2023-05-16
Langenhagen,municipality,Stadt Langenhagen,geoportal.de|StadtLangenhagen,,,,,,032410010010,,Q4158,,,,,,2023-07-15
Langenwetzendorf,collectiveMunicipality,Gemeinde Langenwetzendorf und der beauftragenden Gemeinden,geoportal.de|GemeindeLangenwetzendorfundderbeauftragendenGemeinden,,,,,,160765056,,Q538924,,,,,,2023-08-14
Langerwehe,municipality,Langerwehe,offenedaten.kdvz-frechen.de|langerwehe,offenedaten.kdvz.nrw|langerwehe,,,http://offenedaten.kdvz-frechen.de/group/langerwehe,2016-11-08,053580032032,,Q200018,Stadt Köln,DKAN,,,,2023-08-27
Lauscha,municipality,Stadt Lauscha,geoportal.de|StadtLauscha,,,,,,160720011011,,Q518383,,,,,,2023-08-13
Leipzig,municipality,Stadt Leipzig,geoportal.de|StadtLeipzig,,,,https://opendata.leipzig.de,,147130000000,,Q2079,Lecos GmbH,CKAN,https://opendata.leipzig.de/api/3/action/package_list,https://opendata.leipzig.de/api/3/action/organization_list,,2023-05-30
Leipzig,district,Landratsamt Leipzig,geoportal.de|LandratsamtLeipzig,,,,,,14729,,Q6308,,,,,,2023-07-28
Lengerich,municipality,Stadt Lengerich,geoportal.de|StadtLengerich,,,,https://www.o-sp.de/lengerich/opendata,,055660040040,,Q181609,,,,,,2023-05-30
Leutenberg,municipality,Stadt Leutenberg,geoportal.de|StadtLeutenberg,,,,,,160730106106,,Q550813,,,,,,2023-08-13
Lieser,municipality,Ortsgemeinde Lieser,daten.rlp.de|ortsgemeinde_lieser,,,,,,072315001075,,Q646892,,,,,,2023-07-19
Limburg-Weilburg,district,Landkreis Limburg-Weilburg,geoportal.de|LandkreisLimburgWeilburg,,,,,,06533,,Q7906,,,,,,2023-07-28
Linnich,municipality,Linnich,offenedaten.kdvz-frechen.de|linnich,offenedaten.kdvz.nrw|linnich,,,http://offenedaten.kdvz-frechen.de/group/linnich,2016-11-08,053580036036,,Q200122,Stadt Köln,DKAN,,,,2023-08-27
Lippstadt,municipality,Stadt Lippstadt,geoportal.de|StadtLippstadt,,,,https://www.o-sp.de/lippstadt/opendata.php,,059740028028,,Q3943,,,,,,2023-05-30
Longkamp,municipality,Ortsgemeinde Longkamp,daten.rlp.de|ortsgemeinde_longkamp,,,,,,072315001077,,Q367112,,,,,,2023-07-19
Lotte,municipality,Gemeinde Lotte,geoportal.de|GemeindeLotte,,,,,,055660048048,,Q182018,,,,,,2023-09-09
Lucka,municipality,Stadt Lucka,geoportal.de|StadtLucka,,,,,,160770028028,,Q285171,,,,,,2023-08-13
Ludwigslust-Parchim,district,Landkreis Ludwigslust-Parchim,geoportal.de|LandkreisLudwigslustParchim,,,,,,13076,,Q2905,,,,,,2023-07-26
Luftfahrt-Bundesamt,federalAgency,Luftfahrt-Bundesamt (LBA),mcloud.de|LuftfahrtBundesamtLBA,,,,,,,,Q1875599,,,,,,2023-08-12
Lösnich,municipality,Ortsgemeinde Lösnich,daten.rlp.de|ortsgemeinde_loesnich,,,,,,072315001076,,Q510820,,,,,,2023-07-19
Lübeck,municipality,Hansestadt Lübeck,opendata.schleswig-holstein.de|luebeck,mcloud.de|OpenDataSchleswigHolsteinHansestadtLbeck,,,,,010030000000,,Q2843,,,,,,2023-07-17
Lüdenscheid,municipality,Stadt Lüdenscheid,geoportal.de|StadtLdenscheid,,,,https://www.o-sp.de/luedenscheid/opendata,,059620032032,,Q3893,,,,,,2023-05-30
Lünen,municipality,Stadt Lünen,geoportal.de|StadtLnen,,,,,,059780024024,,Q3822,,,,,,2023-08-13
Mackenbach,municipality,Ortsgemeinde Mackenbach,daten.rlp.de|ortsgemeinde_mackenbach,,,,https://daten.rlp.de/organization/about/ortsgemeinde_mackenbach,,073355009024,,Q567199,,,,,,2023-05-30
Main-Kinzig-Kreis,district,Main-Kinzig-Kreis,geoportal.de|MainKinzigKreis,,,,,,06435,,Q7911,,,,,,2023-07-28
Main-Taunus-Kreis,district,Main-Taunus-Kreis,geoportal.de|MainTaunusKreis,,,,,,06436,,Q7909,,,,,,2023-07-28
Maintal,municipality,Stadt Maintal,geoportal.de|StadtMaintal,,,,,,064350019019,,Q14897,,,,,,2023-08-13
Mainz,municipality,Stadt Mainz,daten.rlp.de|stadt_mainz,mcloud.de|OpenDataRheinlandPfalzStadtMainz,,,https://daten.rlp.de/organization/stadt_mainz,,073150000000,,Q1720,,,,,,2023-05-30
Mainz-Bingen,district,Landkreis Mainz-Bingen,daten.rlp.de|landkreis_mainz_bingen,,,,,,07339,,Q8569,,,,,,2023-07-19
Mansfeld-Südharz,district,Kreisverwaltung Landkreis Mansfeld-Südharz,geoportal.de|KreisverwaltungLandkreisMansfeldSdharz,,,,,,15087,,Q6092,,,,,,2023-07-28
Maring-Noviand,municipality,Ortsgemeinde Maring-Noviand,daten.rlp.de|ortsgemeinde_maring_noviand,,,,,,072315001081,,Q566744,,,,,,2023-07-19
Masserberg,municipality,Gemeinde Masserberg,geoportal.de|GemeindeMasserberg,,,,,,160690061061,,Q559759,,,,,,2023-09-09
Max Rubner-Institut,federalAgency,Max Rubner-Institut,http://dcat-ap.de/def/contributors/maxRubnerInstitut,,,,,,,,Q1319982,,,,,,
